sale_id,sale_date,region,country,brand,model,tier,body_type,model_year,age_years,fuel_type,transmission,engine_displacement_l,horsepower,mileage_km,color,n_owners,accidents,sales_channel,country_of_origin,sale_price_usd
S001691,2026-03-27,Eastern Europe,Czechia,Skoda,Kodiaq,mass,suv,2026,0.23,petrol,cvt,2.0,189,6054,green,1,0,private,Czechia,21964.11
S001692,2026-03-13,Western Europe,Germany,Skoda,Kodiaq,mass,suv,2024,2.2,diesel,automatic,2.0,143,12679,white,3,0,dealer_used,Czechia,19081.49
S001693,2024-12-10,Western Europe,Spain,Land Rover,Defender,luxury,suv,2024,0.94,hybrid,automatic,3.0,225,17922,yellow,1,2,dealer_used,UK,85730.25
S001694,2021-12-10,China,China,Chery,Tiggo 7,mass,suv,2020,1.94,petrol,cvt,2.0,193,32871,grey,1,1,private,China,12017.49
S001695,2024-05-29,Latin America,Chile,Chevrolet,Cruze,mass,sedan,2021,3.41,petrol,automatic,1.4,132,55243,red,2,0,private,USA,7759.89
S001696,2024-04-22,Western Europe,France,BMW,X3,premium,suv,2024,0.31,petrol,manual,2.0,196,3004,white,1,0,private,Germany,57544.44
S001697,2024-08-18,Western Europe,Germany,BMW,5 Series,premium,sedan,2024,0.63,petrol,automatic,3.0,385,9946,white,1,0,online_marketplace,Germany,64718.98
S001698,2025-08-28,China,China,Fiat,Panda,mass,hatchback,2025,0.65,hybrid,automatic,1.4,99,3729,red,1,1,online_marketplace,Italy,12785.76
S001699,2024-08-24,Western Europe,France,BMW,X5,premium,suv,2019,5.65,hybrid,manual,3.0,256,32895,silver,2,0,dealer_used,Germany,36422.88
S001700,2023-11-19,Western Europe,France,Lexus,NX,premium,suv,2021,2.88,petrol,manual,2.0,201,39436,yellow,1,0,private,Japan,33693.35
S001701,2019-12-29,China,China,Ford,Fusion,mass,sedan,2018,1.99,petrol,automatic,2.0,147,47253,green,1,0,private,USA,13273.31
S001702,2025-02-10,Western Europe,UK,Audi,A3,premium,hatchback,2024,1.11,diesel,automatic,1.4,100,20325,white,2,0,private,Germany,34452.08
S001703,2025-03-16,Western Europe,Italy,Lexus,NX,premium,suv,2025,0.2,petrol,manual,2.0,184,6249,orange,1,0,dealer_new,Japan,59176.62
S001704,2026-02-12,North America,USA,Nissan,X-Trail,mass,suv,2020,6.12,petrol,automatic,2.0,152,129695,black,2,0,dealer_used,Japan,6809.69
S001705,2026-03-28,India,India,Toyota,Yaris,mass,hatchback,2026,0.24,petrol,cvt,1.4,137,4075,green,1,0,auction,Japan,11316.45
S001706,2025-06-06,China,China,Porsche,Taycan,luxury,sedan,2024,1.43,hybrid,automatic,3.0,282,28488,yellow,1,0,dealer_new,Germany,91456.04
S001707,2026-02-28,Western Europe,Germany,Renault,Captur,mass,suv,2026,0.16,hybrid,dct,1.4,96,4292,orange,1,0,private,France,24596.74
S001708,2026-03-28,India,India,Nissan,Altima,mass,sedan,2025,1.23,petrol,automatic,2.0,198,10642,brown,2,0,dealer_used,Japan,9811.1
S001709,2025-11-04,Latin America,Colombia,BMW,5 Series,premium,sedan,2025,0.84,petrol,automatic,3.0,377,17261,black,1,0,dealer_used,Germany,48723.84
S001710,2023-04-03,South Korea,South Korea,Volvo,S60,premium,sedan,2021,2.25,diesel,automatic,2.0,170,28904,yellow,3,0,dealer_used,Sweden,26666.23
S001711,2026-01-22,China,China,Mazda,CX-5,mass,suv,2026,0.06,petrol,automatic,2.0,207,0,blue,1,0,online_marketplace,Japan,28489.88
S001712,2025-02-15,Southeast Asia,Indonesia,Chevrolet,Malibu,mass,sedan,2020,5.13,petrol,dct,2.0,167,118428,blue,2,0,dealer_used,USA,4357.38
S001713,2026-02-03,Western Europe,France,Kia,Sorento,mass,suv,2026,0.09,hybrid,automatic,3.0,356,1245,green,1,0,dealer_used,South Korea,34797.71
S001714,2025-01-26,Middle East,UAE,Volkswagen,ID.4,mass,suv,2019,6.07,hybrid,automatic,2.0,211,75647,grey,1,0,online_marketplace,Germany,12461.07
S001715,2024-02-29,South Korea,South Korea,Volvo,XC60,premium,suv,2024,0.16,petrol,automatic,2.0,216,4324,blue,1,0,online_marketplace,Sweden,59004.79
S001716,2025-06-15,China,China,Nissan,Leaf,mass,hatchback,2024,1.45,petrol,automatic,1.4,100,25952,black,2,0,online_marketplace,Japan,13737.46
S001717,2026-03-05,Eastern Europe,Poland,BYD,Seal,mass,sedan,2025,1.17,electric,automatic,2.0,182,12013,brown,1,0,private,China,14643.05
S001718,2025-08-02,North America,USA,Mazda,Mazda3,mass,hatchback,2025,0.58,petrol,dct,1.4,97,5013,orange,1,0,private,Japan,19908.96
S001719,2026-04-01,Africa,South Africa,Peugeot,308,mass,hatchback,2026,0.25,diesel,cvt,1.4,103,8244,black,1,3,dealer_new,France,11182.92
S001720,2023-06-03,Africa,Nigeria,Geely,Atlas,mass,suv,2020,3.42,diesel,cvt,2.0,162,62499,orange,1,0,online_marketplace,China,6362.13
S001721,2025-02-28,Western Europe,Sweden,Lexus,IS,premium,sedan,2025,0.16,diesel,dct,2.0,190,0,white,1,0,dealer_used,Japan,54131.62
S001722,2025-05-04,China,China,Mazda,Mazda3,mass,hatchback,2025,0.34,petrol,dct,1.4,134,8759,orange,1,0,dealer_used,Japan,20420.32
S001723,2026-02-06,South Korea,South Korea,Volkswagen,ID.4,mass,suv,2024,2.1,petrol,cvt,2.0,147,31368,red,1,0,dealer_used,Germany,25002.85
S001724,2026-04-10,China,China,Hyundai,Tucson,mass,suv,2026,0.27,diesel,automatic,2.0,167,6179,yellow,1,1,dealer_new,South Korea,21171.89
S001725,2026-02-02,China,China,Fiat,500,mass,hatchback,2026,0.09,hybrid,dct,1.4,130,0,silver,1,1,dealer_new,Italy,17220.26
S001726,2023-03-02,Western Europe,Sweden,Honda,Jazz,mass,hatchback,2022,1.16,diesel,automatic,1.4,104,13284,red,1,0,dealer_used,Japan,18725.97
S001727,2023-04-05,North America,USA,Toyota,Hilux,mass,pickup,2023,0.26,petrol,automatic,3.0,373,488,blue,1,0,private,Japan,37692.79
S001728,2026-02-12,Western Europe,Netherlands,Honda,Accord,mass,sedan,2026,0.11,petrol,automatic,2.0,153,0,black,1,0,dealer_used,Japan,27652.64
S001729,2020-07-11,North America,USA,Skoda,Fabia,mass,hatchback,2019,1.52,petrol,automatic,1.4,120,33978,blue,2,2,dealer_used,Czechia,13120.41
S001730,2022-05-06,North America,Canada,Mazda,CX-5,mass,suv,2022,0.34,electric,automatic,2.0,207,281,silver,1,0,dealer_used,Japan,40473.25
S001731,2025-04-08,Western Europe,Germany,Hyundai,Elantra,mass,sedan,2021,4.27,hybrid,automatic,1.4,131,105544,blue,4,0,dealer_new,South Korea,7133.84
S001732,2026-01-12,India,India,Toyota,Yaris,mass,hatchback,2026,0.03,petrol,automatic,1.4,109,3955,green,1,0,online_marketplace,Japan,13099.73
S001733,2024-01-10,Eastern Europe,Romania,Toyota,Yaris,mass,hatchback,2021,3.02,petrol,automatic,1.4,108,40547,grey,1,0,online_marketplace,Japan,11723.13
S001734,2025-10-28,Africa,Egypt,Tesla,Model 3,premium,sedan,2021,4.82,electric,automatic,2.0,205,112454,black,1,0,dealer_used,USA,14663.23
S001735,2025-12-29,China,China,BYD,Han,mass,sedan,2024,1.99,electric,automatic,3.0,229,22883,green,2,0,private,China,15371.57
S001736,2024-10-18,North America,Canada,Mazda,Mazda3,mass,hatchback,2021,3.79,hybrid,cvt,1.4,130,84506,grey,1,1,dealer_used,Japan,8431.74
S001737,2023-04-20,China,China,Peugeot,308,mass,hatchback,2021,2.3,hybrid,automatic,1.4,117,47018,orange,1,0,dealer_used,France,10664.78
S001738,2025-07-05,Latin America,Colombia,Ford,Mustang,mass,coupe,2025,0.51,diesel,automatic,3.0,285,10661,grey,1,0,dealer_new,USA,27024.57
S001739,2022-02-14,Latin America,Argentina,Tesla,Model S,premium,sedan,2022,0.12,electric,automatic,3.0,225,16,orange,1,0,online_marketplace,USA,48260.11
S001740,2025-03-08,China,China,Geely,Coolray,mass,suv,2024,1.18,diesel,cvt,1.4,105,1937,brown,3,0,dealer_used,China,15840.86
S001741,2024-10-07,North America,Canada,Hyundai,Sonata,mass,sedan,2024,0.77,petrol,automatic,2.0,140,17194,yellow,1,0,dealer_new,South Korea,18993.6
S001742,2025-04-12,China,China,Mercedes-Benz,GLE,premium,suv,2024,1.28,petrol,automatic,3.0,330,33908,yellow,3,0,dealer_new,Germany,56827.85
S001743,2026-01-11,Southeast Asia,Philippines,Tesla,Model 3,premium,sedan,2026,0.03,electric,automatic,2.0,173,1471,orange,1,0,online_marketplace,USA,30811.84
S001744,2025-02-09,North America,Canada,Jeep,Grand Cherokee,mass,suv,2025,0.11,petrol,automatic,3.0,327,0,white,1,0,dealer_used,USA,53819.34
S001745,2024-01-24,China,China,Audi,e-tron,premium,suv,2022,2.06,petrol,automatic,3.0,394,16869,green,1,0,online_marketplace,Germany,55118.24
S001746,2026-03-04,South Korea,South Korea,Mercedes-Benz,GLE,premium,suv,2026,0.17,electric,automatic,3.0,324,2006,blue,1,1,private,Germany,68743.65
S001747,2026-04-19,Eastern Europe,Hungary,BYD,Han,mass,sedan,2026,0.3,hybrid,manual,3.0,304,5518,grey,1,0,online_marketplace,China,24489.58
S001748,2024-05-25,North America,Canada,BYD,Dolphin,mass,hatchback,2023,1.4,hybrid,automatic,1.4,122,18441,grey,1,0,private,China,16310.46
S001749,2020-11-21,North America,Canada,Skoda,Fabia,mass,hatchback,2020,0.89,petrol,cvt,1.4,112,13453,orange,1,0,private,Czechia,17749.13
S001750,2024-12-24,China,China,BYD,Dolphin,mass,hatchback,2024,0.98,hybrid,dct,1.4,99,14175,white,1,1,dealer_used,China,15926.66
S001751,2025-07-11,Eastern Europe,Poland,Tata,Harrier,mass,suv,2022,3.52,petrol,automatic,2.0,194,36347,brown,2,0,dealer_used,India,5969.19
S001752,2026-04-26,Australia/NZ,Australia,Volkswagen,Polo,mass,hatchback,2026,0.31,petrol,automatic,1.4,133,11029,black,1,1,dealer_used,Germany,26060.21
S001753,2025-03-14,Southeast Asia,Philippines,Ford,F-150,mass,pickup,2023,2.2,diesel,dct,3.0,264,24909,white,3,0,private,USA,13755.74
S001754,2023-08-08,China,China,Tata,Tiago,mass,hatchback,2022,1.6,petrol,automatic,1.4,129,20448,silver,2,0,dealer_used,India,7267.75
S001755,2025-07-24,Eastern Europe,Romania,Geely,Coolray,mass,suv,2024,1.56,hybrid,automatic,1.4,138,21776,silver,3,0,dealer_used,China,13961.59
S001756,2025-04-17,Eastern Europe,Czechia,Skoda,Octavia,mass,sedan,2025,0.29,hybrid,cvt,2.0,180,9060,white,1,0,dealer_new,Czechia,23485.96
S001757,2023-08-18,Southeast Asia,Thailand,Land Rover,Range Rover,luxury,suv,2022,1.63,petrol,automatic,3.0,321,20394,orange,2,3,private,UK,38535.89
S001758,2026-04-14,Latin America,Argentina,Geely,Coolray,mass,suv,2025,1.28,petrol,manual,1.4,116,21232,white,1,0,online_marketplace,China,12889.09
S001759,2025-05-13,Japan,Japan,Toyota,Camry,mass,sedan,2023,2.36,diesel,cvt,2.0,179,51468,brown,2,0,dealer_used,Japan,15120.02
S001760,2025-08-29,China,China,BMW,X5,premium,suv,2025,0.66,petrol,automatic,3.0,290,4643,orange,1,0,private,Germany,59774.82
S001761,2026-02-05,China,China,Renault,Megane,mass,hatchback,2025,1.1,diesel,automatic,1.4,136,16629,silver,1,0,dealer_used,France,13976.02
S001762,2025-12-21,Australia/NZ,New Zealand,Toyota,Land Cruiser,mass,suv,2025,0.97,petrol,cvt,3.0,378,18759,brown,1,0,dealer_used,Japan,41552.09
S001763,2021-11-15,Middle East,UAE,Peugeot,308,mass,hatchback,2021,0.87,petrol,automatic,1.4,133,14804,black,1,0,dealer_new,France,20189.78
S001764,2026-01-28,China,China,Chery,Tiggo 7,mass,suv,2024,2.08,diesel,automatic,2.0,210,31021,yellow,1,0,dealer_used,China,12323.38
S001765,2026-04-15,Western Europe,Spain,Renault,Clio,mass,hatchback,2025,1.28,electric,automatic,1.4,91,12132,yellow,2,0,online_marketplace,France,12135.98
S001766,2026-04-28,China,China,Jeep,Grand Cherokee,mass,suv,2026,0.32,petrol,automatic,3.0,342,1809,grey,1,0,dealer_used,USA,49978.11
S001767,2025-06-27,Western Europe,UK,BYD,Seal,mass,sedan,2022,3.49,electric,automatic,2.0,180,77943,red,2,0,private,China,9534.64
S001768,2026-04-28,China,China,Geely,Emgrand,mass,sedan,2026,0.32,hybrid,cvt,1.4,109,8963,green,1,0,auction,China,17332.67
S001769,2022-07-18,India,India,Peugeot,308,mass,hatchback,2022,0.54,diesel,automatic,1.4,138,4782,brown,1,0,online_marketplace,France,9632.05
S001770,2026-04-16,Africa,Egypt,Honda,CR-V,mass,suv,2024,2.29,petrol,automatic,2.0,189,18933,black,3,0,private,Japan,16516.03
S001771,2023-07-11,Japan,Japan,Mahindra,XUV700,mass,suv,2020,3.52,hybrid,automatic,3.0,370,79745,blue,1,0,private,India,8426.25
S001772,2019-08-30,Western Europe,Netherlands,Fiat,500,mass,hatchback,2019,0.66,electric,automatic,1.4,93,12115,yellow,1,0,dealer_new,Italy,17302.04
S001773,2025-06-13,Japan,Japan,BMW,X5,premium,suv,2025,0.45,diesel,automatic,3.0,312,4487,green,1,0,auction,Germany,54851.97
S001774,2026-04-20,North America,Mexico,Lexus,ES,premium,sedan,2026,0.3,diesel,automatic,3.0,372,9197,silver,1,0,dealer_used,Japan,59185.71
S001775,2025-07-15,North America,Mexico,Geely,Coolray,mass,suv,2025,0.53,petrol,automatic,1.4,91,10276,brown,1,0,dealer_new,China,20760.5
S001776,2025-03-03,Japan,Japan,Nissan,X-Trail,mass,suv,2024,1.17,hybrid,automatic,2.0,157,9415,silver,2,0,private,Japan,20292.96
S001777,2023-12-20,Middle East,Saudi Arabia,Kia,Sorento,mass,suv,2021,2.97,diesel,automatic,3.0,378,50804,brown,2,1,auction,South Korea,14081.03
S001778,2025-01-26,North America,Mexico,BMW,X3,premium,suv,2025,0.07,petrol,automatic,2.0,203,550,white,1,0,private,Germany,63069.02
S001779,2023-08-07,Eastern Europe,Romania,BMW,i4,premium,sedan,2021,2.6,diesel,automatic,2.0,203,45042,red,1,0,online_marketplace,Germany,28506.21
S001780,2025-01-23,Africa,Egypt,Toyota,Camry,mass,sedan,2025,0.06,electric,automatic,2.0,220,481,silver,1,0,dealer_used,Japan,24413.24
S001781,2026-02-13,Western Europe,UK,Land Rover,Range Rover,luxury,suv,2026,0.12,electric,automatic,3.0,335,3536,blue,1,1,private,UK,113742.68
S001782,2024-12-26,Western Europe,Italy,Tata,Tiago,mass,hatchback,2023,1.98,petrol,dct,1.4,103,26010,orange,1,0,online_marketplace,India,7647.84
S001783,2025-09-11,Eastern Europe,Hungary,Peugeot,3008,mass,suv,2022,3.69,diesel,automatic,2.0,218,73147,silver,1,1,private,France,8000.17
S001784,2025-11-12,India,India,Tesla,Model 3,premium,sedan,2024,1.86,electric,automatic,2.0,175,8829,black,2,0,dealer_used,USA,20342.78
S001785,2024-05-18,North America,Canada,Hyundai,Tucson,mass,suv,2023,1.38,petrol,dct,2.0,206,2235,brown,1,0,private,South Korea,23003.37
S001786,2024-04-05,China,China,Tata,Nexon,mass,suv,2024,0.26,petrol,automatic,1.4,109,7868,grey,1,0,auction,India,11617.98
S001787,2026-04-08,Western Europe,France,Volkswagen,Polo,mass,hatchback,2026,0.27,petrol,automatic,1.4,121,969,orange,1,0,dealer_used,Germany,26815.29
S001788,2024-06-17,China,China,Ford,Mustang,mass,coupe,2024,0.46,petrol,dct,3.0,389,3426,black,1,0,dealer_new,USA,38082.94
S001789,2024-05-15,Western Europe,Germany,Tesla,Model S,premium,sedan,2022,2.37,electric,automatic,3.0,329,23712,yellow,2,0,dealer_used,USA,45908.38
S001790,2025-07-26,Eastern Europe,Romania,Volvo,XC90,premium,suv,2022,3.56,petrol,manual,3.0,367,75805,red,2,1,private,Sweden,22631.06
S001791,2024-10-10,China,China,Chery,Arrizo 5,mass,sedan,2024,0.77,petrol,automatic,1.4,129,19031,blue,1,2,dealer_used,China,12547.1
S001792,2024-07-03,Eastern Europe,Romania,Porsche,911,luxury,coupe,2023,1.5,diesel,automatic,3.0,377,9186,red,1,0,private,Germany,97631.35
S001793,2026-04-13,Western Europe,Germany,Audi,Q5,premium,suv,2025,1.28,diesel,automatic,2.0,207,18554,grey,1,0,dealer_used,Germany,56521.85
S001794,2022-07-30,Western Europe,Germany,Hyundai,Tucson,mass,suv,2021,1.57,petrol,automatic,2.0,213,19060,orange,1,1,auction,South Korea,19440.82
S001795,2023-04-11,China,China,Chevrolet,Cruze,mass,sedan,2023,0.27,hybrid,cvt,1.4,126,4966,orange,1,2,dealer_new,USA,20947.43
S001796,2025-09-27,Western Europe,Germany,Mazda,Mazda6,mass,sedan,2025,0.74,petrol,automatic,2.0,168,1591,yellow,1,0,dealer_used,Japan,26844.73
S001797,2023-11-27,Western Europe,Italy,Land Rover,Range Rover,luxury,suv,2019,4.9,diesel,dct,3.0,282,54530,green,1,0,dealer_used,UK,45833.43
S001798,2025-12-30,Western Europe,Netherlands,Land Rover,Range Rover,luxury,suv,2025,0.99,diesel,manual,3.0,379,596,green,1,0,private,UK,93507.17
S001799,2026-04-03,China,China,BYD,Han,mass,sedan,2026,0.25,hybrid,dct,3.0,241,1993,grey,1,0,online_marketplace,China,24720.8
S001800,2026-02-17,Southeast Asia,Indonesia,Nissan,Altima,mass,sedan,2026,0.13,petrol,automatic,2.0,189,0,blue,1,0,dealer_used,Japan,18632.91
S001801,2026-04-26,Eastern Europe,Poland,BYD,Dolphin,mass,hatchback,2025,1.31,electric,automatic,1.4,95,28105,yellow,1,0,dealer_used,China,11584.54
S001802,2026-03-21,North America,Canada,BMW,5 Series,premium,sedan,2026,0.22,petrol,automatic,3.0,306,0,grey,1,0,private,Germany,60024.26
S001803,2024-02-07,China,China,Renault,Megane,mass,hatchback,2024,0.1,petrol,cvt,1.4,117,1374,blue,1,0,dealer_new,France,18652.51
S001804,2025-04-20,India,India,Mahindra,Scorpio,mass,suv,2023,2.3,petrol,automatic,2.0,208,27473,silver,2,0,dealer_used,India,6149.08
S001805,2025-08-07,China,China,BMW,5 Series,premium,sedan,2023,2.6,electric,automatic,3.0,296,7197,white,3,0,private,Germany,37560.26
S001806,2022-12-23,South Korea,South Korea,Kia,Rio,mass,hatchback,2021,1.97,petrol,automatic,1.4,132,37342,orange,1,0,dealer_used,South Korea,12093.2
S001807,2025-08-28,Western Europe,Netherlands,Audi,A6,premium,sedan,2025,0.65,petrol,automatic,3.0,244,15224,silver,1,0,dealer_new,Germany,56271.7
S001808,2025-10-31,China,China,BMW,i4,premium,sedan,2024,1.83,electric,automatic,2.0,178,33287,orange,1,0,private,Germany,34730.35
S001809,2024-09-14,South Korea,South Korea,Hyundai,Sonata,mass,sedan,2024,0.7,petrol,automatic,2.0,178,9085,yellow,1,0,dealer_new,South Korea,20143.79
S001810,2023-03-27,China,China,Mahindra,XUV700,mass,suv,2023,0.23,petrol,automatic,3.0,362,62,blue,1,0,private,India,20948.59
S001811,2023-03-05,North America,Canada,Toyota,Yaris,mass,hatchback,2023,0.17,petrol,automatic,1.4,114,1740,black,1,0,dealer_new,Japan,26163.08
S001812,2023-07-20,China,China,BMW,X5,premium,suv,2023,0.55,diesel,dct,3.0,399,6856,black,1,0,dealer_used,Germany,78616.92
S001813,2026-04-12,India,India,Volvo,S60,premium,sedan,2026,0.28,petrol,automatic,2.0,196,6040,red,1,1,private,Sweden,21510.36
S001814,2022-05-25,North America,USA,Jeep,Wrangler,mass,suv,2020,2.4,petrol,automatic,3.0,356,20870,black,2,0,dealer_used,USA,40486.41
S001815,2025-03-18,Western Europe,Spain,BMW,X3,premium,suv,2024,1.21,petrol,automatic,2.0,161,13184,grey,2,0,private,Germany,48600.13
S001816,2026-01-02,Southeast Asia,Vietnam,Jeep,Wrangler,mass,suv,2026,0.0,diesel,dct,3.0,270,0,grey,1,1,private,USA,26000.23
S001817,2026-02-13,Eastern Europe,Romania,BMW,5 Series,premium,sedan,2026,0.12,hybrid,automatic,3.0,319,10961,green,1,0,private,Germany,53410.77
S001818,2025-12-11,Japan,Japan,Honda,Jazz,mass,hatchback,2025,0.94,electric,automatic,1.4,117,4914,silver,1,0,private,Japan,19739.15
S001819,2026-04-05,North America,USA,Porsche,911,luxury,coupe,2024,2.26,petrol,cvt,3.0,247,54629,brown,1,1,auction,Germany,63754.79
S001820,2024-08-09,China,China,Ford,Escape,mass,suv,2023,1.6,petrol,cvt,2.0,167,44129,black,2,1,private,USA,16457.78
S001821,2025-03-15,South Korea,South Korea,Nissan,Leaf,mass,hatchback,2025,0.2,petrol,dct,1.4,118,5537,orange,1,0,dealer_used,Japan,17816.68
S001822,2026-02-03,Eastern Europe,Romania,Land Rover,Discovery,luxury,suv,2026,0.09,hybrid,dct,3.0,419,544,white,1,2,dealer_new,UK,109022.03
S001823,2025-07-08,China,China,Skoda,Kodiaq,mass,suv,2024,1.52,electric,automatic,2.0,147,27629,grey,1,0,auction,Czechia,18023.87
S001824,2024-08-10,China,China,Mahindra,Thar,mass,suv,2022,2.61,petrol,dct,2.0,201,28513,red,1,0,private,India,10713.99
S001825,2025-06-12,India,India,Hyundai,Elantra,mass,sedan,2024,1.45,petrol,automatic,1.4,121,20454,blue,1,0,private,South Korea,8868.1
S001826,2024-09-03,China,China,Geely,Emgrand,mass,sedan,2023,1.67,hybrid,automatic,1.4,111,33123,green,2,0,private,China,11768.67
S001827,2025-09-07,Western Europe,Netherlands,Honda,CR-V,mass,suv,2025,0.68,petrol,automatic,2.0,212,7006,silver,1,0,private,Japan,33492.13
S001828,2024-06-14,Eastern Europe,Poland,Mazda,Mazda3,mass,hatchback,2020,4.45,hybrid,automatic,1.4,137,105839,green,1,0,dealer_used,Japan,6113.47
S001829,2026-02-04,North America,Canada,Chery,Tiggo 7,mass,suv,2025,1.09,petrol,dct,2.0,216,20650,green,1,1,dealer_used,China,15567.71
S001830,2025-09-23,North America,Mexico,Tesla,Model S,premium,sedan,2021,4.73,electric,automatic,3.0,290,49262,red,2,0,online_marketplace,USA,27076.15
S001831,2026-02-11,Western Europe,Sweden,Audi,A3,premium,hatchback,2026,0.11,petrol,automatic,1.4,90,0,red,1,1,dealer_used,Germany,44486.13
S001832,2025-03-19,Western Europe,Germany,Land Rover,Discovery,luxury,suv,2025,0.21,petrol,dct,3.0,240,6646,black,1,0,dealer_used,UK,114544.22
S001833,2025-11-05,Latin America,Colombia,Tesla,Model 3,premium,sedan,2025,0.84,electric,automatic,2.0,168,8941,yellow,1,0,dealer_used,USA,35626.88
S001834,2026-02-18,Eastern Europe,Hungary,Chery,Arrizo 5,mass,sedan,2026,0.13,petrol,automatic,1.4,109,3326,green,1,0,auction,China,11806.96
S001835,2026-02-21,South Korea,South Korea,Hyundai,Kona,mass,suv,2024,2.14,diesel,automatic,1.4,114,35114,green,1,1,dealer_used,South Korea,12703.25
S001836,2024-08-30,China,China,Land Rover,Discovery,luxury,suv,2024,0.66,electric,automatic,3.0,279,19342,blue,1,0,dealer_used,UK,99024.86
S001837,2025-06-04,India,India,Renault,Megane,mass,hatchback,2025,0.42,lpg,automatic,1.4,106,291,white,1,0,private,France,8515.39
S001838,2024-09-17,Western Europe,Germany,Mercedes-Benz,GLC,premium,suv,2022,2.71,petrol,automatic,2.0,189,42185,brown,1,1,private,Germany,40216.48
S001839,2026-03-02,Southeast Asia,Philippines,Fiat,500,mass,hatchback,2026,0.16,petrol,automatic,1.4,96,5023,red,1,0,private,Italy,9780.79
S001840,2023-02-20,China,China,Hyundai,Kona,mass,suv,2023,0.14,diesel,automatic,1.4,133,2630,brown,1,0,online_marketplace,South Korea,19634.26
S001841,2025-09-03,Western Europe,Sweden,Fiat,Panda,mass,hatchback,2024,1.67,electric,automatic,1.4,90,37503,green,1,0,online_marketplace,Italy,10757.19
S001842,2025-04-16,China,China,Chery,Tiggo 4,mass,suv,2025,0.29,diesel,automatic,1.4,118,0,green,1,0,dealer_new,China,17618.33
S001843,2026-04-08,Eastern Europe,Czechia,Geely,Atlas,mass,suv,2026,0.27,diesel,manual,2.0,148,6889,silver,1,0,dealer_used,China,18825.16
S001844,2022-10-21,Eastern Europe,Czechia,Skoda,Octavia,mass,sedan,2022,0.8,petrol,dct,2.0,169,19464,grey,1,0,dealer_used,Czechia,20763.42
S001845,2022-01-05,South Korea,South Korea,BYD,Seal,mass,sedan,2022,0.01,hybrid,automatic,2.0,212,1758,silver,1,0,dealer_used,China,28114.31
S001846,2023-04-16,North America,Canada,Mazda,CX-5,mass,suv,2019,4.29,petrol,cvt,2.0,183,52859,orange,2,1,dealer_used,Japan,11209.48
S001847,2024-01-11,Eastern Europe,Romania,Volkswagen,Golf,mass,hatchback,2024,0.03,diesel,cvt,1.4,127,3248,blue,1,1,dealer_used,Germany,20347.92
S001848,2026-02-24,Eastern Europe,Romania,Mahindra,Scorpio,mass,suv,2026,0.15,hybrid,automatic,2.0,182,0,yellow,1,0,dealer_new,India,17665.44
S001849,2026-01-05,Western Europe,France,Volvo,XC60,premium,suv,2026,0.01,petrol,dct,2.0,161,0,red,1,0,online_marketplace,Sweden,66756.67
S001850,2026-03-08,South Korea,South Korea,Jeep,Grand Cherokee,mass,suv,2026,0.18,petrol,automatic,3.0,364,0,black,1,0,dealer_new,USA,57530.94
S001851,2025-07-20,Western Europe,UK,Porsche,Cayenne,luxury,suv,2025,0.55,hybrid,automatic,3.0,367,9096,white,1,0,private,Germany,143016.04
S001852,2023-06-12,Eastern Europe,Poland,Renault,Captur,mass,suv,2023,0.44,petrol,automatic,1.4,92,6331,silver,1,0,private,France,16494.97
S001853,2025-12-21,North America,Mexico,BYD,Dolphin,mass,hatchback,2023,2.97,electric,automatic,1.4,109,36496,black,3,0,dealer_used,China,12256.92
S001854,2024-10-09,China,China,Geely,Atlas,mass,suv,2024,0.77,petrol,cvt,2.0,161,15227,green,1,0,dealer_used,China,19031.4
S001855,2025-05-20,South Korea,South Korea,Volvo,XC60,premium,suv,2024,1.38,petrol,dct,2.0,165,25662,orange,1,0,private,Sweden,35547.6
S001856,2025-12-17,Southeast Asia,Vietnam,Ford,Mustang,mass,coupe,2020,5.96,petrol,automatic,3.0,259,110575,brown,1,0,dealer_used,USA,5734.57
S001857,2026-03-16,Japan,Japan,Ford,F-150,mass,pickup,2023,3.2,petrol,automatic,3.0,391,54652,orange,2,0,dealer_used,USA,16758.51
S001858,2024-12-14,Australia/NZ,New Zealand,BYD,Dolphin,mass,hatchback,2024,0.95,electric,automatic,1.4,126,17692,black,1,0,online_marketplace,China,19693.5
S001859,2025-03-30,China,China,Chery,Tiggo 7,mass,suv,2024,1.24,petrol,automatic,2.0,149,27981,white,1,1,online_marketplace,China,11891.35
S001860,2024-06-11,North America,Canada,Geely,Atlas,mass,suv,2024,0.44,hybrid,cvt,2.0,211,5435,black,1,0,dealer_used,China,28549.73
S001861,2026-02-25,China,China,Peugeot,3008,mass,suv,2026,0.15,hybrid,automatic,2.0,200,0,silver,1,1,dealer_new,France,27763.15
S001862,2026-02-18,China,China,Chery,Arrizo 5,mass,sedan,2026,0.13,petrol,automatic,1.4,119,1556,green,1,0,online_marketplace,China,15341.53
S001863,2026-02-20,Western Europe,Spain,Land Rover,Discovery,luxury,suv,2024,2.14,electric,automatic,3.0,231,32766,orange,2,0,dealer_used,UK,63586.05
S001864,2024-04-12,Australia/NZ,Australia,Volvo,XC90,premium,suv,2023,1.28,diesel,automatic,3.0,222,19949,silver,2,0,online_marketplace,Sweden,46456.81
S001865,2025-04-29,India,India,Peugeot,3008,mass,suv,2025,0.32,hybrid,automatic,2.0,159,9085,blue,1,1,private,France,12687.21
